Mean_R,Mean_G,Mean_B,ExG,Gray_Mean,GLCM_Contrast,GLCM_Homogeneity,GLCM_Energy,Edge_Density,Contour_Area_Ratio,Label
172.19203269043157,83.29158426969585,70.80378654190146,-76.41265069294134,108.76246783400963,8.048391199728986,0.24910970159110712,0.3439033141412374,0.20138718057480406,0.3550316779549411,3
72.81185002947257,153.98163975294585,77.48558876528305,157.66584071113607,101.4263595159005,1.2699081863045478,0.8292690195167264,0.9778821706887251,0.04341388174050145,0.8360632717388019,0
154.94906154939903,104.49928357448096,96.54178205530857,-42.492276455745696,118.66337572639618,8.866708148874977,0.5985616284856734,0.4402898643106645,0.1208461135814402,0.49143385897845293,2
140.74883709415664,83.22238551076609,70.98595368261815,-45.29001975524261,98.31905876251362,9.874758389360958,0.26789779737020614,0.28180616060395913,0.19758945220885205,0.4333098749985248,3
64.20549623142499,167.8786224730723,60.182104215244884,211.36964449947473,97.42207430658073,1.4880710481115111,0.9450365001654843,0.8029989556809105,0.011698470840285,0.8117257940775944,0
83.53900296188482,146.75564611226704,62.72023333340336,147.2520559292459,97.67162746918507,1.4891532870239852,0.9067488882829726,0.7325462094220997,0.03438143799982192,0.9057225871615021,0
182.3021611666819,130.89484876555542,175.1596962378485,-95.67215987341956,162.78556872336193,3.920693152930398,0.8890937685986721,0.5118870966241188,0.06047286379664174,0.6610200732334919,4
174.91200961680104,141.00769812762883,175.00708828034146,-67.90370164188485,163.64226534159044,3.04098418678941,0.6256211196711503,0.6146353860046007,0.05572559622809134,0.6640178379644048,4
182.4667791664968,143.49926677293425,151.41611530197665,-46.88436092260494,159.12738708046925,2.3143135791263356,0.6734732949518596,0.5093628544345868,0.06911931419336337,0.6364097235773633,4
166.41738325576986,105.36990802284484,60.8968132821796,-16.574380492259785,110.89470152026477,8.326950372276936,0.46660686644175786,0.2633891542469924,0.13960712536702344,0.6859188856988502,2
163.1551739942451,89.4833213087422,87.48699553426974,-71.67552691103043,113.37516361241903,8.962536782634729,0.3616608755038193,0.37349462284740753,0.1347438543908451,0.561012107681072,2
181.7727549262901,159.57291380207732,160.81280543464973,-23.43973275678519,167.38615805433903,3.939936824797255,0.6996451819650653,0.7014805738294955,0.0819911719690708,0.6980571579554371,4
71.31865486242708,156.4711186020836,64.56664862586095,177.05693371587918,97.45214069679055,1.3257589997757222,0.9486067665417053,0.7964556180689933,0.02964293333680594,0.8681727917990426,0
176.01317653722066,153.74691651968823,151.61101834463938,-20.13036184248358,160.4570371338494,3.724471606942318,0.6745219130171651,0.6297665294546247,0.09354383487930373,0.7624670477404238,4
75.85548333181012,170.3322550570515,74.93298330415428,189.87604347813863,107.04024056433862,1.1931045280932162,0.8072706970388497,0.9359849062071751,0.046810380487514895,0.9700119372538234,0
165.49221751413714,107.57830465010265,81.15618567834662,-31.49179389227845,118.07556928086213,8.981463229328845,0.3009672287288954,0.3199136086695017,0.12311137456673309,0.4063048080512078,2
142.65903501224207,99.17648558117784,88.21145223803767,-32.51751608792405,110.01565761048586,10.766643101871304,0.42105325033044444,0.2502433195975983,0.24629637877087746,0.5960054109555661,3
155.11352067470983,104.89436874231389,96.94950392122053,-42.274287111302584,118.98579777941474,7.5390516337776035,0.4937552913406783,0.2119529316222234,0.14080488299949645,0.5269135774157987,2
179.61572615645852,139.4067474664112,179.28339967502467,-80.08563089866081,166.10195776596478,3.8512605293870763,0.7897184095599743,0.5917699921581739,0.05788011789526296,0.7996373373966453,4
166.79252614495104,103.162099422827,80.82540286326866,-41.29373016256571,116.92667614368224,8.333177222389102,0.574156186220705,0.33600190518192596,0.19930839714139637,0.6386371333409423,2
123.33340986241723,96.24020108000421,103.86992111432838,-34.72292881673718,107.81451068558329,5.03280929532643,0.5171304015050349,0.5090495999598945,0.13990651818175961,0.5182899445849193,1
129.91599169017186,98.93943293984145,79.02988085078024,-11.067006661269204,102.62843516026453,4.071299892611833,0.6342904109865857,0.45814974993044466,0.1042510208216749,0.5721228097757272,1
137.68687883202043,101.11603520396451,72.50239621958835,-7.957204643679745,103.76843675185778,3.030531217612407,0.4103173949508169,0.3020445845793904,0.0884121625902733,0.5538803975954782,1
118.27373252404408,98.12544453649329,83.66655228169645,-5.689395732753951,100.0219097807446,5.754496026227269,0.5069639968447615,0.5812463227487613,0.12415031975334448,0.5789137286753852,1
146.97736486341825,80.26120167689278,86.62072321743047,-73.07568472706315,104.61976325258048,7.040446505588142,0.4922824709454291,0.3671982811276681,0.22888678549088756,0.5169252902336421,3
166.86170338400203,157.85645496661382,176.29912466871096,-27.447918119485337,167.00576100644227,2.236628304929507,0.6483816951335115,0.758579080365019,0.06217407783037899,0.6436277012595588,4
80.98285984617021,169.97014698656275,70.42288552372648,188.53454860322879,107.12529745215313,1.7846208929860192,0.9380290284290878,0.778352801766208,0.04924838160134285,0.8887803025434264,0
154.94048835315644,82.74398015200438,85.2408234167066,-74.69335146585428,107.6417639739558,11.058578786194076,0.22709819733926281,0.3691973239717897,0.23617609023767155,0.3567554403305534,3
165.19682072583592,60.391744816618235,62.641660965498986,-107.05499205809843,96.07674216931771,7.9508175153428065,0.3162885735949962,0.2434943683795251,0.2102864529427232,0.33520172816916044,3
128.10701022587622,96.35329173049281,96.1393886544628,-31.539815419353403,106.86656353694396,3.1240681529748615,0.4147027430727589,0.5065674715915574,0.10843695923523454,0.6380017161422216,1
120.11790389772943,93.71919067418968,78.87295764631078,-11.552480195660863,97.57001740607664,3.144614670345388,0.5787098732767932,0.5674985443716478,0.14227676641414932,0.6537916462005027,1
